Mod:Item:MetaData, Localized Name
thermalfoundation:ore_fluid:4, 共振エンドストーン
thermalfoundation:ore_fluid:5, 含油砂
thermalfoundation:storage:0, 銅ブロック
thermalfoundation:storage:1, 錫ブロック
thermalfoundation:storage:2, 銀ブロック
thermalfoundation:storage:3, 鉛ブロック
thermalfoundation:storage:4, アルミニウムブロック
thermalfoundation:storage:5, ニッケルブロック
thermalfoundation:storage:6, プラチナブロック
thermalfoundation:storage:7, イリジウムブロック
thermalfoundation:storage:8, マナ含浸金属ブロック
thermalfoundation:storage_alloy:0, 鋼鉄ブロック
thermalfoundation:storage_alloy:1, エレクトラムブロック
thermalfoundation:storage_alloy:2, インバーブロック
thermalfoundation:storage_alloy:3, 青銅ブロック
thermalfoundation:storage_alloy:4, コンスタンタンブロック
thermalfoundation:storage_alloy:5, シグナルムブロック
thermalfoundation:storage_alloy:6, ルミウムブロック
thermalfoundation:storage_alloy:7, エンダリウムブロック
thermalfoundation:storage_resource:0, 木炭ブロック
thermalfoundation:storage_resource:1, 石炭コークスブロック
thermalfoundation:glass:0, 強化銅ガラス
thermalfoundation:glass:1, 強化錫ガラス
thermalfoundation:glass:2, 強化銀ガラス
thermalfoundation:glass:3, 強化ガラス
thermalfoundation:glass:4, 強化アルミニウムガラス
thermalfoundation:glass:5, 強化ニッケルガラス
thermalfoundation:glass:6, 強化プラチナガラス
thermalfoundation:glass:7, 強化イリジウムガラス
thermalfoundation:glass:8, 強化マナ含浸ガラス
thermalfoundation:glass_alloy:0, 強化鋼鉄ガラス
thermalfoundation:glass_alloy:1, 強化エレクトラムガラス
thermalfoundation:glass_alloy:2, 強化インバーガラス
thermalfoundation:glass_alloy:3, 強化青銅ガラス
thermalfoundation:glass_alloy:4, 強化コンスタンタンガラス
thermalfoundation:glass_alloy:5, 強化シグナルムガラス
thermalfoundation:glass_alloy:6, 強化ルミウムガラス
thermalfoundation:glass_alloy:7, 強化エンダリウムガラス
thermalfoundation:rockwool:0, 黒色の岩綿
thermalfoundation:rockwool:1, 赤色の岩綿
thermalfoundation:rockwool:2, 緑色の岩綿
thermalfoundation:rockwool:3, 茶色の岩綿
thermalfoundation:rockwool:4, 青色の岩綿
thermalfoundation:rockwool:5, 紫色の岩綿
thermalfoundation:rockwool:6, 青緑色の岩綿
thermalfoundation:rockwool:7, 薄灰色の岩綿
thermalfoundation:rockwool:8, 灰色の岩綿
thermalfoundation:rockwool:9, 桃色の岩綿
thermalfoundation:rockwool:10, 黄緑色の岩綿
thermalfoundation:rockwool:11, 黄色の岩綿
thermalfoundation:rockwool:12, 空色の岩綿
thermalfoundation:rockwool:13, 赤紫色の岩綿
thermalfoundation:rockwool:14, 橙色の岩綿
thermalfoundation:rockwool:15, 白色の岩綿
thermalfoundation:wrench:0, クレセントハンマー
thermalfoundation:meter:0, マルチメータ
thermalfoundation:upgrade:0, ハーデンドアップグレード
thermalfoundation:upgrade:1, レインフォースドアップグレード
thermalfoundation:upgrade:2, シグナルムアップグレード
thermalfoundation:upgrade:3, レゾナントアップグレード
thermalfoundation:upgrade:33, レインフォースドランク化キット
thermalfoundation:upgrade:34, シグナルムランク化キット
thermalfoundation:upgrade:35, レゾナントランク化キット
thermalfoundation:upgrade:256, クリエイティブ化キット
thermalfoundation:security:0, シグナルム安全錠
thermalfoundation:diagram_redprint, レッドプリント
thermalfoundation:tome_lexicon, 鍛冶目録
thermalfoundation:tome_experience, 知識教典
thermalfoundation:coin:0, 鉄のコイン
thermalfoundation:coin:1, 金のコイン
thermalfoundation:coin:64, 銅のコイン
thermalfoundation:coin:65, 錫のコイン
thermalfoundation:coin:66, 銀のコイン
thermalfoundation:coin:67, 鉛のコイン
thermalfoundation:coin:68, アルミニウムのコイン
thermalfoundation:coin:69, ニッケルのコイン
thermalfoundation:coin:70, プラチナのコイン
thermalfoundation:coin:71, イリジウムのコイン
thermalfoundation:coin:72, マナ含浸金属のコイン
thermalfoundation:coin:96, 鉄のコイン
thermalfoundation:coin:97, エレクトラムのコイン
thermalfoundation:coin:98, インバーのコイン
thermalfoundation:coin:99, 青銅のコイン
thermalfoundation:coin:100, コンスタンタンのコイン
thermalfoundation:coin:101, シグナルムのコイン
thermalfoundation:coin:102, ルミウムのコイン
thermalfoundation:coin:103, エンダリウムのコイン
thermalfoundation:fertilizer:0, フィト・グロー
thermalfoundation:fertilizer:1, リッチ フィト・グロー
thermalfoundation:fertilizer:2, フラックス フィト・グロー
thermalfoundation:bait:0, アクア・チャウ
thermalfoundation:bait:1, リッチ アクア・チャウ
thermalfoundation:bait:2, フラックス アクア・チャウ
thermalfoundation:dye:0, 黒色の顔料
thermalfoundation:dye:1, 赤色の顔料
thermalfoundation:dye:2, 緑色の顔料
thermalfoundation:dye:3, 茶色の顔料
thermalfoundation:dye:4, 青色の顔料
thermalfoundation:dye:5, 紫色の顔料
thermalfoundation:dye:6, 青緑色の顔料
thermalfoundation:dye:7, 薄灰色の顔料
thermalfoundation:dye:8, 灰色の顔料
thermalfoundation:dye:9, 桃色の顔料
thermalfoundation:dye:10, 黄緑色の顔料
thermalfoundation:dye:11, 黄色の顔料
thermalfoundation:dye:12, 空色の顔料
thermalfoundation:dye:13, 赤紫色の顔料
thermalfoundation:dye:14, 橙色の顔料
thermalfoundation:dye:15, 白色の顔料
thermalfoundation:material:0, 鉄の粉
thermalfoundation:material:1, 金の粉
thermalfoundation:material:16, ダイヤモンド塊
thermalfoundation:material:17, エメラルド塊
thermalfoundation:material:22, 木の歯車
thermalfoundation:material:23, 石の歯車
thermalfoundation:material:24, 鉄の歯車
thermalfoundation:material:25, 金の歯車
thermalfoundation:material:26, ダイヤの歯車
thermalfoundation:material:27, エメラルドの歯車
thermalfoundation:material:32, 鉄のプレート
thermalfoundation:material:33, 金のプレート
thermalfoundation:material:64, 銅の粉
thermalfoundation:material:65, 錫の粉
thermalfoundation:material:66, 銀の粉
thermalfoundation:material:67, 鉛の粉
thermalfoundation:material:68, アルミニウムの粉
thermalfoundation:material:69, ニッケルの粉
thermalfoundation:material:70, プラチナの粉
thermalfoundation:material:71, イリジウムの粉
thermalfoundation:material:72, マナ含浸金属の粉
thermalfoundation:material:96, 鋼鉄の粉
thermalfoundation:material:97, エレクトラムの粉
thermalfoundation:material:98, インバーの粉
thermalfoundation:material:99, 青銅の粉
thermalfoundation:material:100, コンスタンタンの粉
thermalfoundation:material:101, シグナルムの粉
thermalfoundation:material:102, ルミウムの粉
thermalfoundation:material:103, エンダリウムの粉
thermalfoundation:material:128, 銅インゴット
thermalfoundation:material:129, 錫インゴット
thermalfoundation:material:130, 銀インゴット
thermalfoundation:material:131, 鉛インゴット
thermalfoundation:material:132, アルミニウムインゴット
thermalfoundation:material:133, ニッケルインゴット
thermalfoundation:material:134, プラチナインゴット
thermalfoundation:material:135, イリジウムインゴット
thermalfoundation:material:136, マナ含浸金属インゴット
thermalfoundation:material:160, 鋼鉄インゴット
thermalfoundation:material:161, エレクトラムインゴット
thermalfoundation:material:162, インバーインゴット
thermalfoundation:material:163, 青銅インゴット
thermalfoundation:material:164, コンスタンタンインゴット
thermalfoundation:material:165, シグナルムインゴット
thermalfoundation:material:166, ルミウムインゴット
thermalfoundation:material:167, エンダリウムインゴット
thermalfoundation:material:192, 銅塊
thermalfoundation:material:193, 錫塊
thermalfoundation:material:194, 銀塊
thermalfoundation:material:195, 鉛塊
thermalfoundation:material:196, アルミニウム塊
thermalfoundation:material:197, ニッケル塊
thermalfoundation:material:198, プラチナ塊
thermalfoundation:material:199, イリジウム塊
thermalfoundation:material:200, マナ含浸金属塊
thermalfoundation:material:224, 鋼鉄塊
thermalfoundation:material:225, エレクトラム塊
thermalfoundation:material:226, インバー塊
thermalfoundation:material:227, 青銅塊
thermalfoundation:material:228, コンスタンタン塊
thermalfoundation:material:229, シグナルム塊
thermalfoundation:material:230, ルミウム塊
thermalfoundation:material:231, エンダリウム塊
thermalfoundation:material:256, 銅の歯車
thermalfoundation:material:257, 錫の歯車
thermalfoundation:material:258, 銀の歯車
thermalfoundation:material:259, 鉛の歯車
thermalfoundation:material:260, アルミニウムの歯車
thermalfoundation:material:261, ニッケルの歯車
thermalfoundation:material:262, プラチナの歯車
thermalfoundation:material:263, イリジウムの歯車
thermalfoundation:material:264, マナ含浸金属の歯車
thermalfoundation:material:288, 鋼鉄の歯車
thermalfoundation:material:289, エレクトラムの歯車
thermalfoundation:material:290, インバーの歯車
thermalfoundation:material:291, 青銅の歯車
thermalfoundation:material:292, コンスタンタンの歯車
thermalfoundation:material:293, シグナルムの歯車
thermalfoundation:material:294, ルミウムの歯車
thermalfoundation:material:295, エンダリウムの歯車
thermalfoundation:material:320, 銅のプレート
thermalfoundation:material:321, 錫のプレート
thermalfoundation:material:322, 銀のプレート
thermalfoundation:material:323, 鉛のプレート
thermalfoundation:material:324, アルミニウムのプレート
thermalfoundation:material:325, ニッケルのプレート
thermalfoundation:material:326, プラチナのプレート
thermalfoundation:material:327, イリジウムのプレート
thermalfoundation:material:328, マナ含浸金属のプレート
thermalfoundation:material:352, 鋼鉄のプレート
thermalfoundation:material:353, エレクトラムのプレート
thermalfoundation:material:354, インバーのプレート
thermalfoundation:material:355, 青銅のプレート
thermalfoundation:material:356, コンスタンタンのプレート
thermalfoundation:material:357, シグナルムのプレート
thermalfoundation:material:358, ルミウムのプレート
thermalfoundation:material:359, エンダリウムのプレート
thermalfoundation:material:512, レッドストーン自律機構
thermalfoundation:material:513, レッドストーン受信コイル
thermalfoundation:material:514, レッドストーン送信コイル
thermalfoundation:material:515, レッドストーン伝導コイル
thermalfoundation:material:640, ツールケーシング
thermalfoundation:material:656, ドリルの頭
thermalfoundation:material:657, のこぎりの刃
thermalfoundation:material:768, 石炭の粉
thermalfoundation:material:769, 木炭の粉
thermalfoundation:material:770, 黒曜石の粉
thermalfoundation:material:771, 硫黄
thermalfoundation:material:772, 硝石
thermalfoundation:material:800, おがくず
thermalfoundation:material:801, 圧縮したおがくず
thermalfoundation:material:802, 石炭コークス
thermalfoundation:material:816, どろどろのバイオマス
thermalfoundation:material:817, 豊かなバイオマス
thermalfoundation:material:818, どろどろのバイオブレンド
thermalfoundation:material:819, 豊かなバイオブレンド
thermalfoundation:material:832, 樹脂
thermalfoundation:material:833, タール
thermalfoundation:material:864, 鉱滓
thermalfoundation:material:865, 濃い鉱滓
thermalfoundation:material:866, 辰砂
thermalfoundation:material:892, 瀝青
thermalfoundation:material:893, 励起クラスレート
thermalfoundation:material:894, 活性化クラスレート
thermalfoundation:material:895, レゾナントクラスレート
thermalfoundation:material:1024, パイロジウムの粉
thermalfoundation:material:1025, クリオジウムの粉
thermalfoundation:material:1026, エアロジウムの粉
thermalfoundation:material:1027, ペトロジウムの粉
thermalfoundation:material:1028, マナの粉
thermalfoundation:material:2048, ブリーズロッド
thermalfoundation:material:2049, ブリーズパウダー
thermalfoundation:material:2050, ブリッツロッド
thermalfoundation:material:2051, ブリッツパウダー
thermalfoundation:material:2052, バザルツロッド
thermalfoundation:material:2053, バザルツパウダー
thermalfoundation:geode:0, 晶洞石
thermalfoundation:armor.helmet_copper, 銅のヘルメット
thermalfoundation:armor.plate_copper, 銅のチェストプレート
thermalfoundation:armor.legs_copper, 銅のレギンス
thermalfoundation:armor.boots_copper, 銅のブーツ
thermalfoundation:armor.helmet_tin, 錫のヘルメット
thermalfoundation:armor.plate_tin, 錫のチェストプレート
thermalfoundation:armor.legs_tin, 錫のレギンス
thermalfoundation:armor.boots_tin, 錫のブーツ
thermalfoundation:armor.helmet_silver, 銀のヘルメット
thermalfoundation:armor.plate_silver, 銀のチェストプレート
thermalfoundation:armor.legs_silver, 銀のレギンス
thermalfoundation:armor.boots_silver, 銀のブーツ
thermalfoundation:armor.helmet_lead, 鉛のヘルメット
thermalfoundation:armor.plate_lead, 鉛のチェストプレート
thermalfoundation:armor.legs_lead, 鉛のレギンス
thermalfoundation:armor.boots_lead, 鉛のブーツ
thermalfoundation:armor.helmet_aluminum, アルミニウムのヘルメット
thermalfoundation:armor.plate_aluminum, アルミニウムチェストプレート
thermalfoundation:armor.legs_aluminum, アルミニウムのレギンス
thermalfoundation:armor.boots_aluminum, アルミニウムのブーツ
thermalfoundation:armor.helmet_nickel, ニッケルのヘルメット
thermalfoundation:armor.plate_nickel, ニッケルのチェストプレート
thermalfoundation:armor.legs_nickel, ニッケルのレギンス
thermalfoundation:armor.boots_nickel, ニッケルのブーツ
thermalfoundation:armor.helmet_platinum, プラチナのヘルメット
thermalfoundation:armor.plate_platinum, プラチナのチェストプレート
thermalfoundation:armor.legs_platinum, プラチナのレギンス
thermalfoundation:armor.boots_platinum, プラチナのブーツ
thermalfoundation:armor.helmet_steel, 鋼鉄のヘルメット
thermalfoundation:armor.plate_steel, 鋼鉄のチェストプレート
thermalfoundation:armor.legs_steel, 鋼鉄のレギンス
thermalfoundation:armor.boots_steel, 鋼鉄のブーツ
thermalfoundation:armor.helmet_electrum, エレクトラムのヘルメット
